,log_income_assessment_salary,log_income_assessment_cpf_payout,log_income_assessment_assistance_from_other_agencies,log_income_assessment_assistance_from_relatives_friends,log_income_assessment_insurance_payout,log_income_assessment_rental_income,log_income_assessment_others_income,log_expenditure_assessment_mortgage_rental,log_expenditure_assessment_utilities,log_expenditure_assessment_s_cc_fees,log_expenditure_assessment_food_expenses,log_expenditure_assessment_marketing_groceries,log_expenditure_assessment_telecommunications,log_expenditure_assessment_transportation,log_expenditure_assessment_medical_expenses,log_expenditure_assessment_education_expense,log_expenditure_assessment_contribution_to_family_members,log_expenditure_assessment_domestic_helper,log_expenditure_assessment_loans_debts_installments,log_expenditure_assessment_insurance_premiums,log_expenditure_assessment_others_expenditure,log_income_total_cal,log_expenditure_total_cal,log_difference_cal,log_current_savings,income_ratio_filled,income_ratio_missing,primary_7_12_ratio_filled,primary_7_12_ratio_missing,secondary_13_17_ratio_filled,secondary_13_17_ratio_missing,tertiary_18_21_ratio_filled,tertiary_18_21_ratio_missing,adult_22_64_ratio_filled,adult_22_64_ratio_missing,elderly_65_and_above_ratio_filled,elderly_65_and_above_ratio_missing,has_no_of_hh,age,occupation_missing,occ_employed,occ_missing,occ_part-time,occ_retired,occ_student,occ_unemployed,occ_antenatal_check_fees_assistance,occ_day_care_fees_assistance,occ_education_fees_assistance,occ_hiv_medication_fees,occ_household_living_assistance,occ_interim_dialysis_assistance,occ_medical_consumables_assistance,occ_medical_transport_assistance,occ_others
0,-0.9825183295547766,-0.5714666741954967,-1.0844373117752513,-0.5591603041436107,-0.0726169344323516,-0.24424729169406595,-0.22621112371613186,-0.6729254594363019,-1.7835192852990336,-1.6711621677598245,-3.0080487606834883,-0.5543876022423992,-2.3014691024224923,-2.1086739230291744,-0.9325927387037448,-0.4936305950804753,-0.18243691705178483,-0.36333852045745196,-0.4683327614917062,-0.3856983159555433,-0.8622539111248624,-3.53584628892973,-4.48814034451471,-0.9370415916652058,-0.8080301790168111,-0.7730951897194765,0.7950624832877011,-0.7875591019681139,0.7950624832877011,-0.786619775267538,0.7968363049496511,-0.7847986896401785,0.7950624832877011,-0.7624420097289872,0.7986123146534355,-0.7449494341352056,0.7968363049496511,-0.7950624832877011,-3.1345302731895157,-0.2957310381926757,-0.4666728031015298,-0.2957310381926757,7.3883851614623905,-0.4135259574344989,-0.15438691528095086,-1.1132549092148636,-0.09805806756909201,-0.12262786789699319,-0.15438691528095086,-0.16142686245425236,-0.3666793988112846,-0.847456086285194,-0.5115488666693088,2.302172886644268,-0.15794229979671667
