,log_income_assessment_salary,log_income_assessment_cpf_payout,log_income_assessment_assistance_from_other_agencies,log_income_assessment_assistance_from_relatives_friends,log_income_assessment_insurance_payout,log_income_assessment_rental_income,log_income_assessment_others_income,log_expenditure_assessment_mortgage_rental,log_expenditure_assessment_utilities,log_expenditure_assessment_s_cc_fees,log_expenditure_assessment_food_expenses,log_expenditure_assessment_marketing_groceries,log_expenditure_assessment_telecommunications,log_expenditure_assessment_transportation,log_expenditure_assessment_medical_expenses,log_expenditure_assessment_education_expense,log_expenditure_assessment_contribution_to_family_members,log_expenditure_assessment_domestic_helper,log_expenditure_assessment_loans_debts_installments,log_expenditure_assessment_insurance_premiums,log_expenditure_assessment_others_expenditure,log_income_total_cal,log_expenditure_total_cal,log_difference_cal,log_current_savings,income_ratio_filled,income_ratio_missing,primary_7_12_ratio_filled,primary_7_12_ratio_missing,secondary_13_17_ratio_filled,secondary_13_17_ratio_missing,tertiary_18_21_ratio_filled,tertiary_18_21_ratio_missing,adult_22_64_ratio_filled,adult_22_64_ratio_missing,elderly_65_and_above_ratio_filled,elderly_65_and_above_ratio_missing,has_no_of_hh,age,occupation_missing,occ_employed,occ_missing,occ_part-time,occ_retired,occ_student,occ_unemployed,occ_antenatal_check_fees_assistance,occ_day_care_fees_assistance,occ_education_fees_assistance,occ_hiv_medication_fees,occ_household_living_assistance,occ_interim_dialysis_assistance,occ_medical_consumables_assistance,occ_medical_transport_assistance,occ_others
578,-0.9825183295547766,-0.5714666741954967,1.2164620298136526,-0.5591603041436107,-0.0726169344323516,-0.24424729169406595,-0.22621112371613186,-0.6729254594363019,0.22433266127077017,-1.6711621677598247,0.24513634822230054,1.9506361082651453,0.4584899029704824,-0.8850318316812749,0.9904657328204867,-0.4936305950804752,4.315759970241125,-0.36333852045745196,-0.4683327614917062,-0.3856983159555433,0.7865854333824248,0.16863645739578315,0.12964609927551018,0.6518970720848867,-0.8080301790168111,0.6676488897344165,-1.2577627809387406,1.1778470924874291,-1.2577627809387406,1.1558855267605144,-1.2549628998934559,1.1647462921352472,-1.2577627809387406,1.7975273000935372,-1.2521720259647615,0.7173625613844855,-1.2549628998934559,1.2577627809387404,0.19701831928642852,3.381450949860989,-0.4666728031015298,3.381450949860989,-0.13534757300092742,-0.4135259574344989,-0.15438691528095086,-1.1132549092148636,-0.09805806756909201,-0.12262786789699319,-0.15438691528095086,-0.16142686245425236,-0.3666793988112846,-0.847456086285194,1.9548474547720014,-0.43437224276306935,-0.15794229979671667
